dt;year; AverageTemperature ;Country
1-01-1987;1987; 25.887 ;Brazil
1-11-2011;2011; 25.887 ;Brazil
1-11-2007;2007; 25.885 ;Paraguay
1-02-1978;1978; 25.884 ;Brazil
1-06-2010;2010; 25.884 ;Venezuela
1-03-1981;1981; 25.882 ;Colombia
1-03-2001;2001; 25.882 ;Brazil
1-02-2001;2001; 25.881 ;Brazil
1-04-2002;2002; 25.881 ;Brazil
1-02-1979;1979; 25.879 ;Venezuela
1-01-1993;1993; 25.879 ;Brazil
1-02-1993;1993; 25.879 ;Paraguay
1-11-1973;1973; 25.877 ;Panama
1-05-2008;2008; 25.877 ;Venezuela
1-11-1976;1976; 25.874 ;Paraguay
1-09-1980;1980; 25.874 ;Venezuela
1-12-1998;1998; 25.874 ;Panama
1-04-2013;2013; 25.874 ;Colombia
1-03-1997;1997; 25.873 ;Venezuela
1-04-2010;2010; 25.869 ;Colombia
1-02-2002;2002; 25.868 ;Brazil
1-01-2002;2002; 25.867 ;Colombia
1-10-2004;2004; 25.866 ;Venezuela
1-12-1980;1980; 25.864 ;Panama
1-02-1981;1981; 25.864 ;Venezuela
1-04-1989;1989; 25.864 ;Venezuela
1-12-1983;1983; 25.862 ;Panama
1-05-1970;1970; 25.859 ;Venezuela
1-10-1972;1972; 25.859 ;Brazil
1-01-2009;2009; 25.858 ;Brazil
1-11-1996;1996; 25.857 ;Brazil
1-11-2009;2009; 25.857 ;Colombia
1-12-1999;1999; 25.855 ;Brazil
1-10-2007;2007; 25.855 ;Paraguay
1-03-1991;1991; 25.854 ;Colombia
1-05-2012;2012; 25.854 ;Venezuela
1-10-2002;2002; 25.851 ;Venezuela
1-05-1996;1996; 25.848 ;Venezuela
1-10-1994;1994; 25.847 ;Paraguay
1-08-2006;2006; 25.845 ;Venezuela
1-11-2011;2011; 25.845 ;Panama
1-10-1988;1988; 25.843 ;Brazil
1-12-1982;1982; 25.842 ;Brazil
1-03-1983;1983; 25.842 ;Brazil
1-12-2000;2000; 25.842 ;Brazil
1-04-1975;1975; 25.841 ;Venezuela
1-08-1998;1998; 25.841 ;Brazil
1-10-2009;2009; 25.838 ;Colombia
1-01-1973;1973; 25.837 ;Venezuela
1-01-2002;2002; 25.837 ;Brazil
1-12-1987;1987; 25.836 ;Venezuela
1-01-1997;1997; 25.833 ;Uruguay
1-04-2005;2005; 25.832 ;Brazil
1-09-1976;1976; 25.829 ;Venezuela
1-10-1970;1970; 25.828 ;Brazil
1-10-1991;1991; 25.827 ;Brazil
1-10-1982;1982; 25.825 ;Brazil
1-02-1994;1994; 25.825 ;Brazil
1-09-2002;2002; 25.816 ;Colombia
1-04-2004;2004; 25.816 ;Brazil
1-10-1992;1992; 25.815 ;Brazil
1-02-1993;1993; 25.815 ;Colombia
1-01-1996;1996; 25.814 ;Brazil
1-09-2003;2003; 25.812 ;Brazil
1-11-2008;2008; 25.812 ;Panama
1-09-2003;2003; 25.811 ;Venezuela
1-01-2011;2011; 25.809 ;Venezuela
1-12-1986;1986; 25.808 ;Brazil
1-03-1977;1977; 25.807 ;Brazil
1-01-1990;1990; 25.806 ;Brazil
1-01-1995;1995; 25.805 ;Colombia
1-03-2011;2011; 25.805 ;Venezuela
1-05-2006;2006; 25.803 ;Venezuela
1-03-2001;2001; 25.801 ;Colombia
1-03-1982;1982; 25.798 ;Colombia
1-09-1993;1993; 25.798 ;Brazil
1-09-2010;2010; 25.797 ;Venezuela
1-10-1993;1993; 25.796 ;Venezuela
1-02-2009;2009; 25.796 ;Brazil
1-12-2011;2011; 25.796 ;Panama
1-09-1995;1995; 25.795 ;Colombia
1-03-1999;1999; 25.795 ;Brazil
1-08-2006;2006; 25.795 ;Colombia
1-11-1999;1999; 25.794 ;Venezuela
1-11-1978;1978; 25.792 ;Brazil
1-05-2000;2000; 25.792 ;Venezuela
1-12-2008;2008; 25.792 ;Brazil
1-09-1975;1975; 25.789 ;Panama
1-11-1983;1983; 25.787 ;Venezuela
1-05-1986;1986; 25.785 ;Venezuela
1-11-2007;2007; 25.784 ;Venezuela
1-12-1979;1979; 25.783 ;Brazil
1-03-2012;2012; 25.783 ;Brazil
1-01-1988;1988; 25.782 ;Colombia
1-06-2009;2009; 25.782 ;Venezuela
1-08-2008;2008; 25.781 ;Brazil
1-11-2008;2008; 25.779 ;Venezuela
1-01-2007;2007; 25.778 ;Venezuela
1-11-2001;2001; 25.777 ;Panama
1-12-2001;2001; 25.777 ;Venezuela
1-08-2002;2002; 25.774 ;Brazil
1-05-1990;1990; 25.772 ;Venezuela
1-02-2001;2001; 25.772 ;Colombia
1-02-1985;1985; 25.768 ;Colombia
1-09-1987;1987; 25.768 ;Colombia
1-01-1992;1992; 25.765 ;Colombia
1-09-1996;1996; 25.765 ;Brazil
1-03-1980;1980; 25.759 ;Brazil
1-12-2006;2006; 25.759 ;Venezuela
1-04-2012;2012; 25.759 ;Venezuela
1-06-2012;2012; 25.759 ;Venezuela
1-12-1971;1971; 25.758 ;Panama
1-11-1988;1988; 25.757 ;Panama
1-10-1972;1972; 25.754 ;Venezuela
1-05-1978;1978; 25.754 ;Venezuela
1-03-1984;1984; 25.754 ;Colombia
1-05-1998;1998; 25.754 ;Colombia
1-10-1970;1970; 25.753 ;Panama
1-02-1994;1994; 25.752 ;Venezuela
1-10-2012;2012; 25.752 ;Panama
1-10-1976;1976; 25.751 ;Venezuela
1-11-1988;1988; 25.751 ;Brazil
1-03-1989;1989; 25.749 ;Paraguay
1-02-1993;1993; 25.749 ;Venezuela
1-08-2011;2011; 25.749 ;Colombia
1-06-2005;2005; 25.747 ;Venezuela
1-02-1997;1997; 25.746 ;Brazil
1-09-2005;2005; 25.746 ;Brazil
1-08-2010;2010; 25.745 ;Venezuela
1-06-1997;1997; 25.744 ;Venezuela
1-10-2011;2011; 25.744 ;Panama
1-03-1992;1992; 25.741 ;Brazil
1-10-1978;1978; 25.739 ;Brazil
1-10-1983;1983; 25.739 ;Panama
1-12-1981;1981; 25.738 ;Brazil
1-01-2005;2005; 25.737 ;Colombia
1-08-1997;1997; 25.735 ;Colombia
1-02-1970;1970; 25.733 ;Brazil
1-11-1970;1970; 25.729 ;Brazil
1-12-1970;1970; 25.728 ;Panama
1-09-2011;2011; 25.726 ;Colombia
1-03-1996;1996; 25.723 ;Brazil
1-11-1999;1999; 25.723 ;Brazil
1-03-1984;1984; 25.722 ;Brazil
1-05-1977;1977; 25.721 ;Venezuela
1-01-2004;2004; 25.721 ;Venezuela
1-05-2004;2004; 25.721 ;Venezuela
1-10-1999;1999; 25.718 ;Panama
1-01-2002;2002; 25.717 ;Venezuela
1-05-1983;1983; 25.716 ;Colombia
1-12-2003;2003; 25.716 ;Venezuela
1-12-2005;2005; 25.716 ;Brazil
1-10-1977;1977; 25.715 ;Brazil
1-08-1987;1987; 25.714 ;Venezuela
1-08-2005;2005; 25.713 ;Brazil
1-02-1970;1970; 25.712 ;Venezuela
1-03-1997;1997; 25.709 ;Paraguay
1-04-1983;1983; 25.708 ;Brazil
1-12-1985;1985; 25.706 ;Panama
1-03-1991;1991; 25.706 ;Brazil
1-09-1984;1984; 25.702 ;Panama
1-11-1979;1979; 25.701 ;Brazil
1-09-1980;1980; 25.701 ;Colombia
1-01-1970;1970; 25.696 ;Brazil
1-10-1981;1981; 25.696 ;Panama
1-12-1988;1988; 25.696 ;Panama
1-01-2013;2013; 25.695 ;Colombia
1-04-1990;1990; 25.693 ;Brazil
1-08-1997;1997; 25.692 ;Venezuela
1-11-1977;1977; 25.691 ;Venezuela
1-10-1985;1985; 25.691 ;Brazil
1-09-1982;1982; 25.689 ;Venezuela
1-09-1998;1998; 25.689 ;Colombia
1-05-1980;1980; 25.687 ;Venezuela
1-09-2001;2001; 25.683 ;Venezuela
1-09-1979;1979; 25.679 ;Venezuela
1-01-1984;1984; 25.678 ;Brazil
1-09-1991;1991; 25.678 ;Brazil
1-01-1978;1978; 25.677 ;Colombia
1-02-2001;2001; 25.677 ;Venezuela
1-12-2002;2002; 25.677 ;Colombia
1-02-1994;1994; 25.675 ;Colombia
1-04-2012;2012; 25.675 ;Brazil
1-03-1985;1985; 25.674 ;Brazil
1-06-2013;2013; 25.674 ;Venezuela
1-12-1980;1980; 25.672 ;Brazil
1-11-2000;2000; 25.672 ;Venezuela
1-02-2011;2011; 25.671 ;Venezuela
1-03-1996;1996; 25.668 ;Colombia
1-09-2004;2004; 25.667 ;Venezuela
1-11-2010;2010; 25.666 ;Venezuela
1-04-1980;1980; 25.665 ;Colombia
1-04-1988;1988; 25.665 ;Colombia
1-02-1971;1971; 25.664 ;Panama
1-11-1971;1971; 25.663 ;Panama
1-03-1981;1981; 25.663 ;Brazil
1-12-1984;1984; 25.663 ;Paraguay
1-05-1992;1992; 25.663 ;Colombia
1-07-2009;2009; 25.662 ;Venezuela
1-03-2013;2013; 25.662 ;Paraguay
1-08-2005;2005; 25.659 ;Venezuela
1-02-2011;2011; 25.659 ;Brazil
1-06-2012;2012; 25.659 ;Colombia
1-11-1976;1976; 25.658 ;Venezuela
1-12-1984;1984; 25.657 ;Brazil
1-04-1995;1995; 25.656 ;Colombia
1-08-1998;1998; 25.656 ;Colombia
1-06-1983;1983; 25.654 ;Venezuela
1-11-2005;2005; 25.654 ;Venezuela
1-04-2010;2010; 25.654 ;Brazil
1-01-2000;2000; 25.653 ;Brazil
1-02-2012;2012; 25.653 ;Brazil
1-10-1982;1982; 25.652 ;Panama
1-10-1979;1979; 25.651 ;Venezuela
1-08-2002;2002; 25.648 ;Colombia
1-04-1987;1987; 25.645 ;Brazil
1-03-1986;1986; 25.643 ;Paraguay
1-01-1971;1971; 25.641 ;Brazil
1-11-1987;1987; 25.641 ;Colombia
1-04-2003;2003; 25.639 ;Colombia
1-10-1985;1985; 25.638 ;Panama
1-01-1991;1991; 25.638 ;Brazil
1-01-2011;2011; 25.637 ;Brazil
1-09-1983;1983; 25.634 ;Colombia
1-10-2001;2001; 25.634 ;Paraguay
1-03-2008;2008; 25.634 ;Colombia
1-09-1996;1996; 25.633 ;Venezuela
1-11-1971;1971; 25.631 ;Paraguay
1-01-2005;2005; 25.631 ;Venezuela
1-09-1977;1977; 25.628 ;Venezuela
1-02-1981;1981; 25.627 ;Colombia
1-08-2013;2013; 25.626 ;Venezuela
1-03-1972;1972; 25.625 ;Venezuela
1-08-1995;1995; 25.625 ;Venezuela
1-09-1978;1978; 25.624 ;Venezuela
1-04-1973;1973; 25.621 ;Colombia
1-03-2006;2006; 25.621 ;Colombia
1-02-2009;2009; 25.621 ;Venezuela
1-03-1987;1987; 25.619 ;Brazil
1-12-1976;1976; 25.618 ;Brazil
1-02-2006;2006; 25.618 ;Venezuela
1-06-2008;2008; 25.618 ;Venezuela
1-04-1973;1973; 25.617 ;Brazil
1-05-1982;1982; 25.617 ;Venezuela
1-08-2001;2001; 25.617 ;Colombia
1-05-2011;2011; 25.617 ;Venezuela
1-12-1981;1981; 25.616 ;Venezuela
1-08-2002;2002; 25.616 ;Venezuela
1-10-2006;2006; 25.613 ;Colombia
1-09-2012;2012; 25.613 ;Colombia
1-02-1985;1985; 25.612 ;Brazil
1-12-1987;1987; 25.611 ;Colombia
1-04-1981;1981; 25.609 ;Venezuela
1-03-2000;2000; 25.609 ;Venezuela
1-10-2001;2001; 25.607 ;Colombia
1-02-1981;1981; 25.606 ;Brazil
1-05-1993;1993; 25.606 ;Venezuela
1-10-1977;1977; 25.605 ;Venezuela
1-04-1987;1987; 25.605 ;Colombia
1-11-1992;1992; 25.604 ;Brazil
1-02-1982;1982; 25.603 ;Brazil
1-08-2003;2003; 25.603 ;Venezuela
1-03-1970;1970; 25.602 ;Brazil
1-09-2012;2012; 25.602 ;Venezuela
1-10-1995;1995; 25.601 ;Venezuela
1-01-1980;1980; 25.597 ;Colombia
1-12-1992;1992; 25.596 ;Brazil
1-06-1991;1991; 25.595 ;Venezuela
1-08-2005;2005; 25.595 ;Colombia
1-01-1991;1991; 25.594 ;Colombia
1-04-2003;2003; 25.594 ;Brazil
1-12-1997;1997; 25.593 ;Venezuela
1-09-1972;1972; 25.592 ;Venezuela
1-11-1982;1982; 25.589 ;Venezuela
1-04-2001;2001; 25.589 ;Colombia
1-12-1977;1977; 25.584 ;Brazil
1-02-1986;1986; 25.584 ;Brazil
1-10-1996;1996; 25.584 ;Venezuela
1-02-2004;2004; 25.584 ;Brazil
1-01-1994;1994; 25.579 ;Brazil
1-09-1972;1972; 25.577 ;Brazil
1-09-1977;1977; 25.577 ;Brazil
1-09-1992;1992; 25.577 ;Venezuela
1-12-2004;2004; 25.576 ;Venezuela
1-09-2010;2010; 25.576 ;Colombia
1-11-2012;2012; 25.575 ;Colombia
1-03-1985;1985; 25.574 ;Venezuela
1-12-1985;1985; 25.573 ;Brazil
1-08-2003;2003; 25.573 ;Colombia
1-10-1971;1971; 25.572 ;Panama
1-01-1978;1978; 25.571 ;Brazil
1-11-1991;1991; 25.571 ;Venezuela
1-12-1995;1995; 25.571 ;Venezuela
1-10-1970;1970; 25.569 ;Venezuela
1-02-1982;1982; 25.568 ;Venezuela
1-03-1982;1982; 25.568 ;Brazil
1-08-1995;1995; 25.567 ;Brazil
1-11-1997;1997; 25.567 ;Colombia
1-11-2001;2001; 25.565 ;Colombia
1-07-2007;2007; 25.565 ;Venezuela
1-02-2008;2008; 25.565 ;Brazil
1-08-2011;2011; 25.565 ;Brazil
1-05-1985;1985; 25.563 ;Venezuela
1-02-1982;1982; 25.562 ;Colombia
1-11-1972;1972; 25.561 ;Venezuela
1-01-2008;2008; 25.561 ;Brazil
1-03-1979;1979; 25.559 ;Paraguay
1-10-2008;2008; 25.557 ;Venezuela
1-03-1994;1994; 25.556 ;Brazil
1-11-1996;1996; 25.556 ;Venezuela
1-06-1987;1987; 25.555 ;Venezuela
1-01-1986;1986; 25.554 ;Brazil
1-10-1985;1985; 25.553 ;Paraguay
1-03-1994;1994; 25.552 ;Paraguay
1-03-1992;1992; 25.551 ;Paraguay
1-10-1986;1986; 25.548 ;Panama
1-10-2008;2008; 25.547 ;Paraguay
1-03-1971;1971; 25.546 ;Venezuela
1-08-2004;2004; 25.546 ;Colombia
1-01-1981;1981; 25.545 ;Colombia
1-04-1983;1983; 25.545 ;Colombia
1-08-2008;2008; 25.545 ;Venezuela
1-10-2011;2011; 25.545 ;Venezuela
1-09-1993;1993; 25.544 ;Venezuela
1-03-1994;1994; 25.542 ;Colombia
1-10-1983;1983; 25.541 ;Venezuela
1-02-1990;1990; 25.541 ;Brazil
1-01-1987;1987; 25.539 ;Colombia
1-10-2000;2000; 25.537 ;Venezuela
1-05-2003;2003; 25.537 ;Colombia
1-09-2003;2003; 25.533 ;Colombia
1-11-2011;2011; 25.533 ;Venezuela
1-04-1992;1992; 25.532 ;Brazil
1-11-1994;1994; 25.531 ;Venezuela
1-02-2008;2008; 25.531 ;Venezuela
1-01-1976;1976; 25.529 ;Panama
1-10-1988;1988; 25.529 ;Panama
1-08-2012;2012; 25.529 ;Colombia
1-08-2010;2010; 25.528 ;Colombia
1-10-2011;2011; 25.528 ;Paraguay
1-04-1996;1996; 25.524 ;Colombia
1-12-1971;1971; 25.523 ;Brazil
1-10-1998;1998; 25.521 ;Colombia
1-05-1983;1983; 25.518 ;Brazil
1-12-1983;1983; 25.518 ;Brazil
1-05-1988;1988; 25.518 ;Colombia
1-03-1970;1970; 25.513 ;Colombia
1-08-1979;1979; 25.513 ;Venezuela
1-11-1973;1973; 25.512 ;Brazil
1-06-2011;2011; 25.512 ;Venezuela
1-01-1983;1983; 25.509 ;Venezuela
1-12-2006;2006; 25.509 ;Colombia
1-11-1979;1979; 25.508 ;Paraguay
1-07-2002;2002; 25.508 ;Venezuela
1-10-1994;1994; 25.507 ;Venezuela
1-12-1999;1999; 25.507 ;Panama
1-10-1977;1977; 25.505 ;Paraguay
1-11-1980;1980; 25.502 ;Brazil
1-11-1995;1995; 25.502 ;Venezuela
1-01-2011;2011; 25.502 ;Uruguay
1-03-1998;1998; 25.501 ;Paraguay
1-09-1976;1976; 25.498 ;Colombia
1-01-2005;2005; 25.497 ;Uruguay
1-03-2011;2011; 25.497 ;Brazil
1-10-1978;1978; 25.496 ;Venezuela
1-08-1977;1977; 25.493 ;Venezuela
1-02-2013;2013; 25.493 ;Colombia
1-10-2004;2004; 25.492 ;Colombia
1-06-2005;2005; 25.492 ;Colombia
1-05-1975;1975; 25.491 ;Venezuela
1-09-1982;1982; 25.491 ;Brazil
1-08-1987;1987; 25.491 ;Colombia
1-04-1997;1997; 25.491 ;Colombia
1-08-1983;1983; 25.489 ;Venezuela
1-03-1978;1978; 25.488 ;Brazil
1-05-1981;1981; 25.488 ;Venezuela
1-02-1970;1970; 25.487 ;Colombia
1-01-1980;1980; 25.487 ;Brazil
1-07-2005;2005; 25.487 ;Colombia
1-06-2007;2007; 25.487 ;Venezuela
1-09-1989;1989; 25.486 ;Venezuela
1-05-2002;2002; 25.485 ;Colombia
1-09-2007;2007; 25.485 ;Colombia
1-11-1970;1970; 25.484 ;Panama
1-01-1989;1989; 25.484 ;Uruguay
1-03-1990;1990; 25.484 ;Colombia
1-07-1987;1987; 25.481 ;Venezuela
1-08-1983;1983; 25.479 ;Colombia
1-01-1979;1979; 25.478 ;Colombia
1-11-2002;2002; 25.477 ;Venezuela
1-04-2004;2004; 25.476 ;Colombia
1-11-1975;1975; 25.475 ;Paraguay
1-08-2009;2009; 25.474 ;Brazil
1-02-1984;1984; 25.473 ;Venezuela
1-11-2004;2004; 25.473 ;Paraguay
1-11-1989;1989; 25.472 ;Venezuela
1-12-2003;2003; 25.472 ;Colombia
1-08-2006;2006; 25.472 ;Brazil
1-09-1982;1982; 25.471 ;Colombia
1-10-1984;1984; 25.466 ;Panama
1-09-1985;1985; 25.465 ;Brazil
1-01-1995;1995; 25.464 ;Venezuela
1-06-1998;1998; 25.464 ;Venezuela
1-04-2013;2013; 25.464 ;Brazil
1-02-2000;2000; 25.463 ;Brazil
1-12-1988;1988; 25.461 ;Brazil
1-12-2004;2004; 25.461 ;Colombia
1-09-2007;2007; 25.461 ;Venezuela
1-04-2004;2004; 25.458 ;Paraguay
1-02-1980;1980; 25.457 ;Brazil
1-01-1990;1990; 25.456 ;Uruguay
1-07-2005;2005; 25.456 ;Venezuela
1-12-2012;2012; 25.456 ;Venezuela
1-04-1993;1993; 25.454 ;Brazil
1-02-2012;2012; 25.453 ;Colombia
1-06-1995;1995; 25.451 ;Venezuela
1-01-1977;1977; 25.449 ;Brazil
1-07-2009;2009; 25.449 ;Colombia
1-07-2013;2013; 25.449 ;Venezuela
1-03-1979;1979; 25.448 ;Colombia
1-07-1998;1998; 25.447 ;Venezuela
1-11-2010;2010; 25.447 ;Panama
1-03-2000;2000; 25.446 ;Brazil
1-06-1990;1990; 25.445 ;Venezuela
1-03-1999;1999; 25.445 ;Colombia
1-09-1970;1970; 25.444 ;Brazil
1-04-1986;1986; 25.441 ;Brazil
1-11-1991;1991; 25.441 ;Paraguay
1-08-2001;2001; 25.441 ;Brazil
1-09-1991;1991; 25.438 ;Colombia
1-08-2001;2001; 25.437 ;Venezuela
1-11-1984;1984; 25.436 ;Panama
1-01-1981;1981; 25.435 ;Brazil
1-07-1987;1987; 25.435 ;Colombia
1-10-1989;1989; 25.434 ;Brazil
1-02-2008;2008; 25.433 ;Colombia
1-10-1980;1980; 25.431 ;Venezuela
1-06-1987;1987; 25.428 ;Colombia
1-09-1991;1991; 25.428 ;Venezuela
1-04-1985;1985; 25.422 ;Colombia
1-08-1986;1986; 25.422 ;Venezuela
1-03-2008;2008; 25.422 ;Brazil
1-10-1975;1975; 25.421 ;Panama
1-10-1981;1981; 25.421 ;Venezuela
1-01-2011;2011; 25.421 ;Colombia
1-09-1986;1986; 25.418 ;Venezuela
1-03-1972;1972; 25.417 ;Brazil
1-08-2012;2012; 25.417 ;Venezuela
1-05-2009;2009; 25.415 ;Colombia
1-11-1972;1972; 25.411 ;Colombia
1-01-1977;1977; 25.411 ;Venezuela
1-05-1992;1992; 25.411 ;Brazil
1-04-1973;1973; 25.409 ;Paraguay
1-10-2007;2007; 25.409 ;Venezuela
1-07-2007;2007; 25.407 ;Colombia
1-03-1971;1971; 25.405 ;Paraguay
1-04-1999;1999; 25.405 ;Venezuela
1-06-2006;2006; 25.405 ;Venezuela
1-11-1976;1976; 25.403 ;Brazil
1-04-2008;2008; 25.403 ;Colombia
1-01-2013;2013; 25.403 ;Venezuela
1-02-1989;1989; 25.399 ;Brazil
1-01-2012;2012; 25.399 ;Brazil
1-02-1979;1979; 25.397 ;Brazil
1-02-1997;1997; 25.397 ;Colombia
1-08-1980;1980; 25.396 ;Colombia
1-07-2006;2006; 25.396 ;Venezuela
1-02-1977;1977; 25.393 ;Brazil
1-12-1998;1998; 25.393 ;Venezuela
1-02-2009;2009; 25.393 ;Colombia
1-05-1991;1991; 25.392 ;Colombia
1-10-1975;1975; 25.391 ;Brazil
1-09-1999;1999; 25.389 ;Paraguay
1-09-1988;1988; 25.388 ;Venezuela
1-12-1972;1972; 25.385 ;Colombia
1-09-1994;1994; 25.385 ;Venezuela
1-03-1989;1989; 25.384 ;Venezuela
1-11-1992;1992; 25.384 ;Venezuela
1-01-1971;1971; 25.383 ;Panama
1-09-1975;1975; 25.382 ;Brazil
1-11-1975;1975; 25.382 ;Panama
1-11-2003;2003; 25.382 ;Colombia
1-09-1983;1983; 25.381 ;Brazil
1-09-2000;2000; 25.381 ;Brazil
1-01-1982;1982; 25.379 ;Brazil
1-10-1986;1986; 25.378 ;Brazil
1-08-1989;1989; 25.378 ;Venezuela
1-02-1990;1990; 25.375 ;Venezuela
1-03-1979;1979; 25.374 ;Brazil
1-08-1980;1980; 25.374 ;Venezuela
1-09-2008;2008; 25.374 ;Colombia
1-03-1982;1982; 25.373 ;Paraguay
1-09-1994;1994; 25.372 ;Colombia
1-05-1995;1995; 25.372 ;Colombia
1-09-1999;1999; 25.372 ;Venezuela
1-09-1989;1989; 25.367 ;Brazil
1-10-1983;1983; 25.366 ;Brazil
1-07-1983;1983; 25.365 ;Colombia
1-11-1981;1981; 25.364 ;Colombia
1-05-2002;2002; 25.363 ;Brazil
1-08-1990;1990; 25.362 ;Venezuela
1-04-1977;1977; 25.361 ;Colombia
1-07-2012;2012; 25.361 ;Venezuela
1-10-1982;1982; 25.357 ;Venezuela
1-02-1993;1993; 25.357 ;Brazil
1-04-2006;2006; 25.355 ;Colombia
1-07-1983;1983; 25.354 ;Venezuela
1-05-1980;1980; 25.353 ;Colombia
1-03-1986;1986; 25.352 ;Brazil
1-09-2000;2000; 25.351 ;Venezuela
1-08-2012;2012; 25.349 ;Brazil
1-01-1981;1981; 25.348 ;Venezuela
1-09-1992;1992; 25.347 ;Colombia
1-01-1994;1994; 25.347 ;Venezuela
1-11-1989;1989; 25.342 ;Colombia
1-02-1986;1986; 25.341 ;Colombia
1-03-1989;1989; 25.341 ;Brazil
1-03-1993;1993; 25.341 ;Colombia
1-09-2001;2001; 25.341 ;Colombia
1-01-1980;1980; 25.338 ;Venezuela
1-06-1999;1999; 25.338 ;Venezuela
1-11-1975;1975; 25.337 ;Brazil
1-03-1975;1975; 25.334 ;Brazil
1-06-1992;1992; 25.334 ;Venezuela
1-11-1993;1993; 25.334 ;Venezuela
1-05-2012;2012; 25.334 ;Colombia
1-04-1984;1984; 25.331 ;Colombia
1-01-1972;1972; 25.328 ;Panama
1-04-1996;1996; 25.326 ;Brazil
1-02-2011;2011; 25.326 ;Colombia
1-12-1982;1982; 25.325 ;Colombia
1-11-1990;1990; 25.325 ;Colombia
1-11-1983;1983; 25.324 ;Colombia
1-11-2000;2000; 25.324 ;Colombia
1-01-1976;1976; 25.322 ;Brazil
1-09-1972;1972; 25.318 ;Colombia
1-10-1981;1981; 25.318 ;Brazil
1-05-2001;2001; 25.317 ;Colombia
1-06-1988;1988; 25.316 ;Venezuela
1-11-1980;1980; 25.315 ;Venezuela
1-04-2011;2011; 25.313 ;Brazil
1-07-2012;2012; 25.312 ;Colombia
1-08-1992;1992; 25.311 ;Colombia
1-11-2006;2006; 25.311 ;Colombia
1-10-1973;1973; 25.308 ;Brazil
1-07-2002;2002; 25.308 ;Colombia
1-10-1999;1999; 25.307 ;Paraguay
1-09-2004;2004; 25.306 ;Colombia
1-04-1971;1971; 25.305 ;Venezuela
1-04-1994;1994; 25.304 ;Brazil
1-12-1980;1980; 25.298 ;Venezuela
1-03-1975;1975; 25.297 ;Colombia
1-10-2002;2002; 25.297 ;Colombia
1-10-1987;1987; 25.294 ;Colombia
1-11-1975;1975; 25.292 ;Venezuela
1-08-2007;2007; 25.292 ;Venezuela
1-08-1972;1972; 25.289 ;Venezuela
1-01-1996;1996; 25.289 ;Venezuela
1-09-1996;1996; 25.289 ;Colombia
1-05-1976;1976; 25.286 ;Venezuela
1-07-1995;1995; 25.286 ;Venezuela
1-01-2009;2009; 25.282 ;Venezuela
1-06-1973;1973; 25.281 ;Venezuela
1-06-1992;1992; 25.281 ;Colombia
1-07-2011;2011; 25.281 ;Venezuela
1-08-1993;1993; 25.279 ;Colombia
1-11-1970;1970; 25.278 ;Venezuela
1-01-1978;1978; 25.278 ;Venezuela
1-12-1990;1990; 25.278 ;Venezuela
1-06-2003;2003; 25.278 ;Venezuela
1-05-2007;2007; 25.277 ;Colombia
1-10-1976;1976; 25.276 ;Brazil
1-10-2003;2003; 25.276 ;Colombia
1-12-2005;2005; 25.276 ;Colombia
1-07-2013;2013; 25.276 ;Colombia
1-05-1987;1987; 25.275 ;Colombia
1-04-1991;1991; 25.275 ;Colombia
1-12-2011;2011; 25.275 ;Venezuela
1-10-1992;1992; 25.274 ;Colombia
1-12-1972;1972; 25.271 ;Venezuela
1-10-2004;2004; 25.271 ;Paraguay
1-08-1993;1993; 25.269 ;Venezuela
1-01-1989;1989; 25.268 ;Brazil
1-12-1975;1975; 25.267 ;Brazil
1-06-2010;2010; 25.267 ;Colombia
1-04-1988;1988; 25.265 ;Brazil
1-06-1997;1997; 25.263 ;Colombia
1-07-2006;2006; 25.263 ;Colombia
1-01-2012;2012; 25.263 ;Venezuela
1-10-1988;1988; 25.262 ;Venezuela
1-12-1992;1992; 25.262 ;Colombia
1-03-1997;1997; 25.262 ;Brazil
1-05-2005;2005; 25.259 ;Brazil
1-02-1990;1990; 25.258 ;Colombia
1-06-2009;2009; 25.258 ;Colombia
1-11-1998;1998; 25.256 ;Colombia
1-01-1994;1994; 25.253 ;Colombia
1-04-1972;1972; 25.252 ;Venezuela
1-09-1977;1977; 25.252 ;Colombia
1-01-1988;1988; 25.252 ;Venezuela
1-03-2000;2000; 25.252 ;Colombia
1-12-1973;1973; 25.251 ;Brazil
1-01-1985;1985; 25.249 ;Brazil
1-09-1986;1986; 25.249 ;Colombia
1-06-1991;1991; 25.249 ;Colombia
1-11-1980;1980; 25.248 ;Paraguay
1-12-2005;2005; 25.248 ;Venezuela
1-10-1985;1985; 25.246 ;Venezuela
1-09-1978;1978; 25.245 ;Brazil
1-05-2004;2004; 25.245 ;Colombia
1-12-2010;2010; 25.243 ;Venezuela
1-10-2012;2012; 25.243 ;Colombia
1-06-1983;1983; 25.242 ;Colombia
1-02-1975;1975; 25.241 ;Brazil
1-12-1991;1991; 25.241 ;Colombia
1-09-1993;1993; 25.241 ;Colombia
1-03-1971;1971; 25.237 ;Brazil
1-08-1977;1977; 25.234 ;Colombia
1-12-1981;1981; 25.234 ;Colombia
1-02-1986;1986; 25.234 ;Venezuela
1-04-1986;1986; 25.234 ;Colombia
1-04-1991;1991; 25.233 ;Brazil
1-01-1982;1982; 25.231 ;Venezuela
1-08-2007;2007; 25.231 ;Colombia
1-01-1982;1982; 25.229 ;Colombia
1-10-1972;1972; 25.228 ;Colombia
